General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Lucas Ocampos,ARG,"FW,MF",28,1994,19,1165,61,34.1,12.9,11,84,6,8,30,3,1.58,20,20,0,0.0,0.28,18.2,15.9,2.2,0.17,0.58
Lulo Dasilva,ESP,MF,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Manuel Sebastián,ESP,MF,18,2004,2,149,75,4.4,1.7,2,75,1,0,,9,0.0,1,3,-2,-1.21,-1.07,1.4,2.1,-0.7,-0.41,-0.21
Marcos Acuña,ARG,DF,30,1991,30,1912,64,55.9,21.2,21,79,10,9,28,0,1.33,27,34,-7,-0.33,-0.33,27.1,29.5,-2.5,-0.12,0.21
Marcão,BRA,DF,26,1996,5,375,75,11.0,4.2,4,90,4,1,15,3,1.4,3,5,-2,-0.48,-0.33,2.9,6.1,-3.2,-0.78,-0.64
Marius Herzig,GER,GK,22,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Marko Dmitrović,SRB,GK,30,1992,15,1269,85,37.1,14.1,13,90,13,2,50,21,1.73,20,13,7,0.5,1.08,18.2,16.4,1.8,0.13,0.53
Matías Árbol,ESP,GK,19,2002,0,,,,,0,,0,0,,12,,,,,,,,,,,
Munir El Haddadi,MAR,"FW,MF",26,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,
Nacho Quintana,ESP,MF,21,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
Nemanja Gudelj,SRB,"DF,MF",30,1991,34,2779,82,81.3,30.9,31,87,28,3,30,2,1.29,36,46,-10,-0.32,-0.75,37.3,42.6,-5.3,-0.17,0.21
Pape Gueye,SEN,MF,23,1999,16,1171,73,34.2,13.0,15,76,8,1,36,0,1.38,16,21,-5,-0.38,-0.3,17.6,18.6,-1.0,-0.07,0.21
Papu Gómez,ARG,"FW,MF",34,1988,19,1065,56,31.1,11.8,11,79,5,8,25,4,0.95,10,15,-5,-0.42,-0.35,17.1,18.3,-1.2,-0.1,0.15
Pedro Ortiz,ESP,MF,21,2000,1,1,1,0.0,0.0,0,,0,1,1,1,1.0,0,0,0,0.0,0.18,0.0,0.0,0.0,0.0,0.21
Rafa Mir,ESP,FW,25,1997,26,1298,50,38.0,14.4,16,71,7,10,16,12,1.15,18,24,-6,-0.42,-0.37,19.2,21.7,-2.5,-0.17,0.06
Suso,ESP,"MF,FW",28,1993,25,1065,43,31.1,11.8,10,68,1,15,25,9,1.52,18,15,3,0.25,0.64,17.5,12.6,4.9,0.42,0.91
Tanguy Nianzou,FRA,DF,20,2002,19,1366,72,39.9,15.2,16,78,11,3,38,8,1.21,17,27,-10,-0.66,-0.79,16.8,23.7,-6.9,-0.45,-0.41
Thomas Delaney,DEN,MF,30,1991,8,309,39,9.0,3.4,2,62,0,6,31,6,0.25,2,7,-5,-1.46,-1.4,2.9,8.1,-5.2,-1.51,-1.43
Xavi Sintes,ESP,MF,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Yassine Bounou,MAR,GK,31,1991,25,2151,86,62.9,23.9,25,86,23,0,,12,1.04,27,42,-15,-0.63,-1.19,28.1,37.8,-9.7,-0.41,-0.53
Youssef En-Nesyri,MAR,FW,25,1997,31,1661,54,48.6,18.5,17,76,6,14,26,6,1.42,26,22,4,0.22,0.78,25.6,23.3,2.3,0.12,0.64
Érik Lamela,ARG,"FW,MF",30,1992,32,1844,58,53.9,20.5,20,77,9,12,25,2,1.22,22,29,-7,-0.34,-0.34,23.1,32.1,-9.0,-0.44,-0.5
Óliver Torres,ESP,"MF,FW",27,1994,32,2137,67,62.5,23.7,27,75,7,5,21,6,1.31,32,31,1,0.04,0.6,29.0,32.5,-3.6,-0.15,0.16
